Riesgo,Vulnerabilidad,Tipo,Tecnología,Descripción,Solución,Archivos afectados,Línea afectada,CWE
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,301,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,413,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,529,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,566,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,577,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-fields.js,168,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-searchPanel.js,125,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-searchPanel.js,407,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-tabs.js,142,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-validation.js,113,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-validation.js,135,CWE-95
